job_title,company_name,location,post_Date,Qualifications,post_days_ago
Quantitative Analyst,Boeing,"Chicago, IL",7 days ago,Experience with Agile methodologies; Ability to work in teams; Experience in a fast-paced environment; Familiarity with cloud services,7
Data Engineer,T. Rowe Price,"San Jose, CA",13 days ago,Strong programming skills in Python; Master's in Computer Science,13
Data Scientist,Lyft,"Baltimore, MD",9 days ago,Excellent problem-solving skills; Strong analytical thinking,9
Data Engineer,Oracle,"Los Angeles, CA",19 days ago,Experience in a fast-paced environment; Ability to work in teams; Knowledge of statistical analysis,19
AI Researcher,Zebra Technologies,"Goleta, CA",7 days ago,Strong communication skills; 5+ years of experience; Experience in a fast-paced environment; Experience with Agile methodologies,7
AI Researcher,Kroger,"Miami, FL",25 days ago,Excellent problem-solving skills; Knowledge of statistical analysis; Strong analytical thinking,25
Data Engineer,American Express,"Philadelphia, PA",26 days ago,Strong analytical thinking; Knowledge of machine learning algorithms; PhD in Statistics,26
Business Analyst,Nordstrom,"Washington, D.C.",26 days ago,Strong programming skills in Python; Strong analytical thinking,26
Quantitative Analyst,BlackRock,"San Diego, CA",20 days ago,Experience with big data technologies; Proficiency in data visualization tools; 5+ years of experience,20
Data Architect,UnitedHealth Group,"Virginia Beach, VA",28 days ago,Knowledge of statistical analysis; PhD in Statistics; Experience in a fast-paced environment,28
Data Scientist,Salesforce,"Philadelphia, PA",1 days ago,Experience with big data technologies; Experience with Agile methodologies,1
AI Researcher,3M,"Columbus, OH",23 days ago,Familiarity with cloud services; Experience with Agile methodologies; Master's in Computer Science; Ability to work in teams,23
Data Scientist,Alphabet,"Denver, CO",8 days ago,Knowledge of statistical analysis; Experience in a fast-paced environment; Familiarity with cloud services,8
Quantitative Analyst,Starbucks,"Fresno, CA",9 days ago,Excellent problem-solving skills; Knowledge of statistical analysis; PhD in Statistics,9
Quantitative Analyst,ServiceNow,"New Orleans, LA",30 days ago,PhD in Statistics; Master's in Computer Science,30
Data Analyst,Twilio,"Sacramento, CA",3 days ago,Proficiency in data visualization tools; Experience with Agile methodologies; Ability to work in teams,3
Data Architect,Thermo Fisher Scientific,"Long Beach, CA",17 days ago,Strong programming skills in Python; PhD in Statistics,17
Business Analyst,Verizon,"San Jose, CA",10 days ago,Excellent problem-solving skills; PhD in Statistics; Strong programming skills in Python,10
Data Architect,AT&T,"Dallas, TX",26 days ago,Experience with Agile methodologies; Master's in Computer Science,26
Research Scientist,Starbucks,"Detroit, MI",16 days ago,Experience in a fast-paced environment; 5+ years of experience; Knowledge of statistical analysis,16
Machine Learning Engineer,Hilton,"Austin, TX",1 days ago,Knowledge of machine learning algorithms; Experience with SQL; Ability to work in teams,1
Business Analyst,CrowdStrike,"Virginia Beach, VA",22 days ago,PhD in Statistics; Experience with SQL; Strong analytical thinking; Ability to work in teams,22
Data Analyst,Meta,"New Orleans, LA",5 days ago,Excellent problem-solving skills; Strong communication skills,5
Data Analyst,Alphabet,"Omaha, NE",14 days ago,Knowledge of machine learning algorithms; Experience in a fast-paced environment; Experience with Agile methodologies,14
AI Researcher,Kroger,"Milwaukee, WI",20 days ago,Experience with SQL; Experience with big data technologies,20
Quantitative Analyst,Oracle,"Houston, TX",10 days ago,Strong programming skills in Python; Experience with SQL; Strong communication skills; Knowledge of statistical analysis,10
Data Analyst,Boeing,"Nashville, TN",22 days ago,Proficiency in data visualization tools; PhD in Statistics; Strong programming skills in Python,22
Quantitative Analyst,Target,"Long Beach, CA",4 days ago,Proficiency in data visualization tools; Strong analytical thinking; Knowledge of machine learning algorithms,4
Business Analyst,Twilio,"Detroit, MI",30 days ago,5+ years of experience; Proficiency in data visualization tools; Familiarity with cloud services,30
Machine Learning Engineer,Booking Holdings,"San Francisco, CA",25 days ago,Knowledge of statistical analysis; Knowledge of machine learning algorithms; Experience with big data technologies,25
Data Scientist,Gilead Sciences,"Columbus, OH",27 days ago,PhD in Statistics; Experience in a fast-paced environment; Experience with big data technologies; Strong programming skills in Python,27
Data Engineer,Hilton,"Seattle, WA",12 days ago,Experience with SQL; Master's in Computer Science; Excellent problem-solving skills,12
Business Analyst,Anthem,"San Francisco, CA",16 days ago,Strong communication skills; Familiarity with cloud services; Excellent problem-solving skills,16
Business Analyst,L3Harris Technologies,"San Diego, CA",16 days ago,Experience with Agile methodologies; Excellent problem-solving skills; Ability to work in teams; Strong analytical thinking,16
Business Analyst,Marriott International,"Birmingham, AL",26 days ago,Experience with Agile methodologies; PhD in Statistics,26
Statistician,United Parcel Service,"Cleveland, OH",19 days ago,Familiarity with cloud services; Excellent problem-solving skills; Proficiency in data visualization tools; Strong analytical thinking,19
Statistician,Nordstrom,"Minneapolis, MN",12 days ago,Experience with SQL; Familiarity with cloud services; Excellent problem-solving skills,12
Data Analyst,Hilton,"Oklahoma City, OK",7 days ago,5+ years of experience; Experience with Agile methodologies; Experience with SQL,7
Machine Learning Engineer,Ford Motor,"Pittsburgh, PA",11 days ago,Excellent problem-solving skills; Master's in Computer Science; Strong analytical thinking; PhD in Statistics,11
Business Analyst,American Airlines,"Washington, D.C.",14 days ago,5+ years of experience; Master's in Computer Science; PhD in Statistics; Experience in a fast-paced environment,14
Data Scientist,T. Rowe Price,"Kansas City, MO",19 days ago,Proficiency in data visualization tools; Knowledge of machine learning algorithms; Experience with Agile methodologies; Strong communication skills,19
Statistician,Square,"Milwaukee, WI",14 days ago,5+ years of experience; Strong communication skills; Knowledge of machine learning algorithms,14
Statistician,Honeywell,"Miami, FL",7 days ago,Strong communication skills; Strong analytical thinking,7
Data Engineer,Zoom Video Communications,"Chicago, IL",9 days ago,Strong communication skills; Knowledge of statistical analysis,9
Research Scientist,Broadcom,"Kansas City, MO",11 days ago,Strong communication skills; Knowledge of statistical analysis,11
Data Analyst,American Express,"Goleta, CA",4 days ago,Experience with SQL; Excellent problem-solving skills,4
Data Architect,General Electric,"Kansas City, MO",20 days ago,Familiarity with cloud services; Excellent problem-solving skills; Experience with big data technologies,20
Data Analyst,Booking Holdings,"Louisville, KY",2 days ago,Excellent problem-solving skills; Ability to work in teams; Experience with SQL,2
Business Analyst,Wells Fargo,"Denver, CO",15 days ago,Excellent problem-solving skills; Master's in Computer Science; Strong communication skills; PhD in Statistics,15
Quantitative Analyst,Honeywell,"Philadelphia, PA",25 days ago,Experience with big data technologies; Familiarity with cloud services; Experience with SQL,25
Data Scientist,Broadcom,"Cleveland, OH",3 days ago,Proficiency in data visualization tools; 5+ years of experience; Experience with SQL,3
AI Researcher,Tesla,"Pittsburgh, PA",13 days ago,Knowledge of statistical analysis; Master's in Computer Science; Experience with Agile methodologies; PhD in Statistics,13
Quantitative Analyst,IBM,"Oklahoma City, OK",2 days ago,Proficiency in data visualization tools; PhD in Statistics; Master's in Computer Science,2
Data Analyst,Netflix,"San Diego, CA",17 days ago,Experience with Agile methodologies; Knowledge of statistical analysis,17
Data Scientist,Hilton,"Washington, D.C.",19 days ago,Knowledge of statistical analysis; Ability to work in teams,19
Quantitative Analyst,Verizon,"New Orleans, LA",25 days ago,Strong communication skills; Ability to work in teams; Proficiency in data visualization tools; Experience in a fast-paced environment,25
Statistician,Berkshire Hathaway,"Tampa, FL",29 days ago,Familiarity with cloud services; Experience with Agile methodologies,29
Statistician,Microsoft,"Columbus, OH",25 days ago,Strong communication skills; 5+ years of experience,25
Data Analyst,Nordstrom,"Washington, D.C.",11 days ago,Knowledge of statistical analysis; Knowledge of machine learning algorithms; Strong analytical thinking,11
Data Architect,S&P Global,"Louisville, KY",9 days ago,Master's in Computer Science; Strong programming skills in Python; Knowledge of machine learning algorithms,9
Data Scientist,3M,"Chicago, IL",19 days ago,Knowledge of statistical analysis; Strong analytical thinking; Strong communication skills; Master's in Computer Science,19
Research Scientist,Anthem,"Seattle, WA",26 days ago,Familiarity with cloud services; Strong analytical thinking; Ability to work in teams,26
Data Architect,General Electric,"Long Beach, CA",16 days ago,Ability to work in teams; PhD in Statistics,16
Research Scientist,Bank of America,"Oklahoma City, OK",3 days ago,5+ years of experience; Master's in Computer Science; Knowledge of machine learning algorithms; Strong communication skills,3
Business Analyst,Target,"Boston, MA",2 days ago,Master's in Computer Science; Experience with big data technologies; Experience with Agile methodologies,2
Research Scientist,American Express,"Indianapolis, IN",25 days ago,Strong programming skills in Python; Experience with Agile methodologies; Ability to work in teams; 5+ years of experience,25
Data Scientist,Thermo Fisher Scientific,"Nashville, TN",10 days ago,Experience with Agile methodologies; Familiarity with cloud services,10
Machine Learning Engineer,Boeing,"Los Angeles, CA",21 days ago,Experience with Agile methodologies; Strong communication skills; PhD in Statistics,21
Data Engineer,AbbVie,"Denver, CO",28 days ago,Knowledge of machine learning algorithms; Experience in a fast-paced environment,28
Data Engineer,Tesla,"Nashville, TN",25 days ago,Experience with SQL; Familiarity with cloud services,25
Machine Learning Engineer,Hilton,"Philadelphia, PA",14 days ago,Experience with big data technologies; Experience with Agile methodologies; Strong communication skills,14
Data Architect,General Motors,"Baltimore, MD",30 days ago,Experience with SQL; PhD in Statistics; Master's in Computer Science,30
Data Analyst,Broadcom,"Washington, D.C.",12 days ago,Familiarity with cloud services; PhD in Statistics; Strong programming skills in Python,12
Statistician,Target,"Columbus, OH",6 days ago,Knowledge of machine learning algorithms; Master's in Computer Science; Familiarity with cloud services; PhD in Statistics,6
Data Engineer,Marriott International,"Chicago, IL",14 days ago,Strong communication skills; Master's in Computer Science; Knowledge of machine learning algorithms,14
Research Scientist,PayPal,"Pittsburgh, PA",8 days ago,Strong analytical thinking; 5+ years of experience,8
Data Architect,Target,"Atlanta, GA",3 days ago,Proficiency in data visualization tools; Experience with SQL,3
Data Scientist,Target,"San Diego, CA",9 days ago,Strong programming skills in Python; Familiarity with cloud services; Strong communication skills,9
Data Analyst,Booking Holdings,"Fresno, CA",23 days ago,Experience with SQL; Strong communication skills; Knowledge of machine learning algorithms; Experience in a fast-paced environment,23
Data Architect,American Express,"Houston, TX",27 days ago,Knowledge of machine learning algorithms; Experience in a fast-paced environment,27
Data Engineer,RingCentral,"Atlanta, GA",13 days ago,Excellent problem-solving skills; 5+ years of experience; Experience with Agile methodologies; PhD in Statistics,13
AI Researcher,UnitedHealth Group,"Baltimore, MD",21 days ago,Experience with SQL; Experience with Agile methodologies; Strong communication skills,21
Statistician,Hilton,"Cleveland, OH",7 days ago,Knowledge of machine learning algorithms; Excellent problem-solving skills; Strong analytical thinking; Experience with SQL,7
Research Scientist,Adobe,"Cincinnati, OH",7 days ago,Experience with Agile methodologies; Experience with SQL; Knowledge of machine learning algorithms; Strong programming skills in Python,7
Data Analyst,Anthem,"Tucson, AZ",14 days ago,Knowledge of statistical analysis; Strong programming skills in Python; Experience with SQL; PhD in Statistics,14
Business Analyst,Coinbase,"Kansas City, MO",28 days ago,Experience with big data technologies; Knowledge of statistical analysis; Excellent problem-solving skills,28
Statistician,Ford Motor,"Philadelphia, PA",26 days ago,Strong communication skills; Experience with SQL,26
Data Analyst,Apple,"Cincinnati, OH",4 days ago,Proficiency in data visualization tools; Excellent problem-solving skills; 5+ years of experience; Strong programming skills in Python,4
Quantitative Analyst,Intel,"Milwaukee, WI",6 days ago,Strong communication skills; Ability to work in teams; PhD in Statistics; Strong analytical thinking,6
Statistician,RingCentral,"Houston, TX",30 days ago,5+ years of experience; Experience with SQL; Excellent problem-solving skills,30
Research Scientist,Gilead Sciences,"Atlanta, GA",21 days ago,Proficiency in data visualization tools; Knowledge of machine learning algorithms; Strong analytical thinking; 5+ years of experience,21
Data Analyst,Hilton,"San Francisco, CA",18 days ago,Strong communication skills; Knowledge of machine learning algorithms,18
Business Analyst,DraftKings,"Atlanta, GA",24 days ago,Knowledge of machine learning algorithms; Strong analytical thinking; Experience in a fast-paced environment,24
Data Architect,Procter & Gamble,"Austin, TX",8 days ago,Experience with SQL; Experience in a fast-paced environment; 5+ years of experience,8
Machine Learning Engineer,Delta Air Lines,"Houston, TX",24 days ago,Excellent problem-solving skills; Experience in a fast-paced environment; Proficiency in data visualization tools,24
Data Engineer,Caterpillar,"Philadelphia, PA",26 days ago,Proficiency in data visualization tools; Familiarity with cloud services,26
Research Scientist,Square,"Indianapolis, IN",18 days ago,Proficiency in data visualization tools; Excellent problem-solving skills,18
Data Engineer,BlackRock,"Seattle, WA",23 days ago,Master's in Computer Science; Strong communication skills,23
Data Engineer,Wells Fargo,"Seattle, WA",10 days ago,Master's in Computer Science; Excellent problem-solving skills,10
Data Scientist,Amazon,"Phoenix, AZ",28 days ago,Experience in a fast-paced environment; Ability to work in teams,28
Data Analyst,T. Rowe Price,"Louisville, KY",30 days ago,Proficiency in data visualization tools; 5+ years of experience; Excellent problem-solving skills; PhD in Statistics,30
Machine Learning Engineer,CrowdStrike,"Cleveland, OH",1 days ago,Experience in a fast-paced environment; Experience with big data technologies; Experience with SQL,1
Data Scientist,Tesla,"Atlanta, GA",21 days ago,Experience with SQL; Excellent problem-solving skills; Strong communication skills,21
Statistician,Cisco,"Baltimore, MD",16 days ago,Master's in Computer Science; Knowledge of statistical analysis,16
Business Analyst,Meta,"Austin, TX",9 days ago,Excellent problem-solving skills; Experience with big data technologies; PhD in Statistics; Strong analytical thinking,9
Business Analyst,Adobe,"Birmingham, AL",26 days ago,Strong programming skills in Python; Strong analytical thinking,26
Data Engineer,Walt Disney,"Seattle, WA",6 days ago,Proficiency in data visualization tools; Knowledge of statistical analysis; Experience with Agile methodologies,6
Statistician,Netflix,"Minneapolis, MN",19 days ago,5+ years of experience; Strong analytical thinking,19
Quantitative Analyst,Tesla,"Baltimore, MD",14 days ago,Ability to work in teams; Familiarity with cloud services; Experience with SQL; Master's in Computer Science,14
Data Engineer,Booking Holdings,"Minneapolis, MN",7 days ago,Strong analytical thinking; Experience with big data technologies; Master's in Computer Science,7
AI Researcher,General Motors,"Louisville, KY",3 days ago,Ability to work in teams; Strong analytical thinking; PhD in Statistics; Proficiency in data visualization tools,3
Quantitative Analyst,Walt Disney,"Columbus, OH",26 days ago,Excellent problem-solving skills; Knowledge of statistical analysis,26
Research Scientist,Honeywell,"Cincinnati, OH",11 days ago,Experience with Agile methodologies; Ability to work in teams; Knowledge of statistical analysis; Proficiency in data visualization tools,11
Machine Learning Engineer,General Electric,"Detroit, MI",27 days ago,Master's in Computer Science; Strong analytical thinking; Strong communication skills,27
Quantitative Analyst,Honeywell,"Salt Lake City, UT",4 days ago,Familiarity with cloud services; Experience with Agile methodologies; Experience with SQL,4
Data Architect,Anthem,"Nashville, TN",28 days ago,Experience in a fast-paced environment; Strong communication skills; Excellent problem-solving skills; Ability to work in teams,28
Data Engineer,Qualcomm,"Louisville, KY",7 days ago,Experience with Agile methodologies; Excellent problem-solving skills; Experience in a fast-paced environment,7
Research Scientist,T. Rowe Price,"Phoenix, AZ",12 days ago,Knowledge of machine learning algorithms; Experience in a fast-paced environment; Excellent problem-solving skills; 5+ years of experience,12
Data Engineer,Alibaba,"Sacramento, CA",21 days ago,Experience in a fast-paced environment; 5+ years of experience,21
Machine Learning Engineer,Thermo Fisher Scientific,"Los Angeles, CA",4 days ago,Experience with Agile methodologies; Proficiency in data visualization tools; Strong programming skills in Python,4
Research Scientist,Shopify,"Phoenix, AZ",6 days ago,Excellent problem-solving skills; Strong analytical thinking; Experience in a fast-paced environment,6
Data Scientist,Lowe's,"Seattle, WA",4 days ago,Excellent problem-solving skills; PhD in Statistics; Master's in Computer Science; Strong communication skills,4
Quantitative Analyst,Square,"Atlanta, GA",5 days ago,Strong programming skills in Python; Experience with SQL; Experience with big data technologies,5
Statistician,Mastercard,"Fresno, CA",7 days ago,5+ years of experience; Proficiency in data visualization tools; Strong communication skills,7
Business Analyst,Netflix,"Houston, TX",12 days ago,Experience with Agile methodologies; Knowledge of statistical analysis,12
Machine Learning Engineer,Twilio,"Long Beach, CA",20 days ago,Experience with big data technologies; Master's in Computer Science,20
Data Scientist,T-Mobile,"Phoenix, AZ",11 days ago,Experience in a fast-paced environment; Strong communication skills; Experience with Agile methodologies,11
Quantitative Analyst,Procter & Gamble,"Seattle, WA",10 days ago,Ability to work in teams; Experience with Agile methodologies; Experience in a fast-paced environment; Strong communication skills,10
Machine Learning Engineer,Morgan Stanley,"Fresno, CA",11 days ago,Experience in a fast-paced environment; Ability to work in teams; Experience with SQL,11
Business Analyst,ServiceNow,"Goleta, CA",18 days ago,5+ years of experience; Master's in Computer Science,18
Business Analyst,Target,"Los Angeles, CA",17 days ago,Strong analytical thinking; PhD in Statistics; Strong programming skills in Python,17
Business Analyst,L3Harris Technologies,"Seattle, WA",2 days ago,Experience with big data technologies; Knowledge of statistical analysis; PhD in Statistics; Excellent problem-solving skills,2
Research Scientist,Square,"Omaha, NE",15 days ago,Familiarity with cloud services; Strong communication skills; Strong programming skills in Python,15
Statistician,Zoom Video Communications,"Charlotte, NC",10 days ago,Knowledge of statistical analysis; Excellent problem-solving skills,10
Data Architect,Procter & Gamble,"Portland, OR",29 days ago,Strong analytical thinking; Experience with big data technologies,29
Data Analyst,Delta Air Lines,"Dallas, TX",13 days ago,Experience in a fast-paced environment; Strong analytical thinking,13
Machine Learning Engineer,UnitedHealth Group,"San Francisco, CA",27 days ago,Experience with Agile methodologies; Experience with big data technologies; Familiarity with cloud services,27
Business Analyst,Apple,"Atlanta, GA",19 days ago,Familiarity with cloud services; Master's in Computer Science; Experience in a fast-paced environment,19
Machine Learning Engineer,Netflix,"Virginia Beach, VA",19 days ago,Experience with big data technologies; Familiarity with cloud services; PhD in Statistics; Knowledge of statistical analysis,19
Business Analyst,DraftKings,"Detroit, MI",25 days ago,Knowledge of machine learning algorithms; Experience in a fast-paced environment; Strong programming skills in Python; 5+ years of experience,25
Data Scientist,General Motors,"Sacramento, CA",23 days ago,Strong programming skills in Python; Familiarity with cloud services; Knowledge of machine learning algorithms; Strong communication skills,23
AI Researcher,Salesforce,"Dallas, TX",15 days ago,Excellent problem-solving skills; Experience with SQL,15
Machine Learning Engineer,Bank of America,"Pittsburgh, PA",20 days ago,Knowledge of statistical analysis; Experience with Agile methodologies,20
Data Engineer,UnitedHealth Group,"Washington, D.C.",19 days ago,Experience with SQL; Experience with big data technologies; Excellent problem-solving skills; Knowledge of machine learning algorithms,19
Machine Learning Engineer,Thermo Fisher Scientific,"Cincinnati, OH",30 days ago,Experience with SQL; PhD in Statistics; 5+ years of experience,30
Machine Learning Engineer,Pinterest,"San Jose, CA",11 days ago,PhD in Statistics; Ability to work in teams; Knowledge of machine learning algorithms,11
Business Analyst,AIG,"Milwaukee, WI",19 days ago,Excellent problem-solving skills; Knowledge of statistical analysis,19
Quantitative Analyst,Booking Holdings,"San Francisco, CA",4 days ago,Proficiency in data visualization tools; Knowledge of machine learning algorithms; Excellent problem-solving skills,4
Data Engineer,Snap Inc.,"Denver, CO",14 days ago,Knowledge of machine learning algorithms; Strong programming skills in Python; Master's in Computer Science; Ability to work in teams,14
Statistician,Caterpillar,"Birmingham, AL",5 days ago,Strong analytical thinking; Excellent problem-solving skills; Experience with big data technologies; Proficiency in data visualization tools,5
Machine Learning Engineer,Mastercard,"Pittsburgh, PA",18 days ago,Familiarity with cloud services; Strong communication skills; Proficiency in data visualization tools; Experience in a fast-paced environment,18
Research Scientist,Adobe,"Kansas City, MO",17 days ago,Experience with Agile methodologies; Proficiency in data visualization tools; Strong programming skills in Python; Ability to work in teams,17
Business Analyst,Anthem,"Dallas, TX",15 days ago,Master's in Computer Science; Knowledge of statistical analysis; Strong analytical thinking,15
Data Engineer,Kroger,"Oklahoma City, OK",15 days ago,Proficiency in data visualization tools; Master's in Computer Science; Strong programming skills in Python,15
Quantitative Analyst,T-Mobile,"Cincinnati, OH",10 days ago,PhD in Statistics; Proficiency in data visualization tools; Experience with big data technologies,10
Data Engineer,Alphabet,"Denver, CO",3 days ago,Experience in a fast-paced environment; Experience with Agile methodologies; Excellent problem-solving skills,3
Business Analyst,Alibaba,"Sacramento, CA",8 days ago,Master's in Computer Science; Proficiency in data visualization tools; Experience in a fast-paced environment; Excellent problem-solving skills,8
Data Scientist,Goldman Sachs,"Fresno, CA",14 days ago,Strong communication skills; Strong programming skills in Python,14
Data Engineer,S&P Global,"Charlotte, NC",17 days ago,Experience in a fast-paced environment; Experience with Agile methodologies; Ability to work in teams; Experience with SQL,17
Data Architect,HP,"Virginia Beach, VA",27 days ago,Master's in Computer Science; PhD in Statistics; Strong analytical thinking,27
Machine Learning Engineer,BlackRock,"Philadelphia, PA",1 days ago,5+ years of experience; Knowledge of statistical analysis,1
Business Analyst,Salesforce,"San Francisco, CA",19 days ago,Master's in Computer Science; Experience with SQL; Excellent problem-solving skills; Ability to work in teams,19
Data Architect,Apple,"Columbus, OH",21 days ago,5+ years of experience; Knowledge of statistical analysis; Experience with Agile methodologies; Experience with big data technologies,21
Data Engineer,Salesforce,"Tampa, FL",30 days ago,Experience in a fast-paced environment; Knowledge of machine learning algorithms,30
Data Scientist,Lyft,"New York, NY",23 days ago,Familiarity with cloud services; Knowledge of statistical analysis; Experience with big data technologies,23
Research Scientist,Microsoft,"Boston, MA",10 days ago,Experience with big data technologies; 5+ years of experience; Experience with SQL; Knowledge of statistical analysis,10
AI Researcher,Berkshire Hathaway,"Sacramento, CA",5 days ago,Experience with big data technologies; Familiarity with cloud services,5
Research Scientist,Coinbase,"San Diego, CA",15 days ago,Strong analytical thinking; Proficiency in data visualization tools; 5+ years of experience,15
Machine Learning Engineer,Chevron,"Tucson, AZ",21 days ago,Excellent problem-solving skills; PhD in Statistics; Master's in Computer Science,21
Data Engineer,T. Rowe Price,"Cleveland, OH",14 days ago,Ability to work in teams; Strong programming skills in Python; Experience in a fast-paced environment,14
Data Analyst,Nordstrom,"Raleigh, NC",30 days ago,Familiarity with cloud services; Proficiency in data visualization tools; Experience with Agile methodologies; Experience with SQL,30
Data Scientist,Netflix,"Indianapolis, IN",16 days ago,Experience in a fast-paced environment; Proficiency in data visualization tools; Strong analytical thinking,16
AI Researcher,Alibaba,"Cleveland, OH",10 days ago,Familiarity with cloud services; Strong programming skills in Python; Experience with Agile methodologies; Proficiency in data visualization tools,10
Machine Learning Engineer,Shopify,"Long Beach, CA",27 days ago,Experience with SQL; Strong analytical thinking; Experience with big data technologies,27
Business Analyst,Wells Fargo,"Detroit, MI",20 days ago,Familiarity with cloud services; Experience with SQL,20
Machine Learning Engineer,Chevron,"Tampa, FL",23 days ago,Strong analytical thinking; Excellent problem-solving skills; 5+ years of experience; Master's in Computer Science,23
Data Architect,JPMorgan Chase,"Louisville, KY",18 days ago,Experience with big data technologies; Experience with SQL; Experience with Agile methodologies; Knowledge of machine learning algorithms,18
Statistician,Meta,"Tampa, FL",5 days ago,Master's in Computer Science; Experience with big data technologies,5
Quantitative Analyst,Cisco,"Mountain View, CA",26 days ago,Experience with big data technologies; Ability to work in teams; 5+ years of experience,26
Research Scientist,Bristol Myers Squibb,"Omaha, NE",1 days ago,Excellent problem-solving skills; Strong analytical thinking; Experience in a fast-paced environment; Strong programming skills in Python,1
AI Researcher,Johnson & Johnson,"Houston, TX",12 days ago,Ability to work in teams; Experience with Agile methodologies; Master's in Computer Science,12
Business Analyst,CrowdStrike,"Atlanta, GA",24 days ago,Knowledge of statistical analysis; Experience with big data technologies,24
Data Architect,Target,"Mountain View, CA",14 days ago,Proficiency in data visualization tools; Experience with SQL; Experience with big data technologies,14
Statistician,CVS Health,"Pittsburgh, PA",15 days ago,Familiarity with cloud services; Strong communication skills,15
Data Architect,Broadcom,"Baltimore, MD",12 days ago,Experience with big data technologies; Strong analytical thinking; Knowledge of statistical analysis,12
Data Architect,Thermo Fisher Scientific,"Fresno, CA",1 days ago,Knowledge of machine learning algorithms; Strong programming skills in Python,1
AI Researcher,Snap Inc.,"Birmingham, AL",14 days ago,Knowledge of machine learning algorithms; Master's in Computer Science; Ability to work in teams,14
Business Analyst,Intuit,"Seattle, WA",13 days ago,Experience with Agile methodologies; Knowledge of machine learning algorithms; Experience with big data technologies; Proficiency in data visualization tools,13
Data Analyst,Thermo Fisher Scientific,"Cincinnati, OH",20 days ago,PhD in Statistics; Experience with Agile methodologies,20
Statistician,RingCentral,"Birmingham, AL",14 days ago,Experience with Agile methodologies; Strong analytical thinking,14
Quantitative Analyst,Pinterest,"Pittsburgh, PA",25 days ago,Knowledge of machine learning algorithms; Experience with Agile methodologies; Strong analytical thinking; Strong programming skills in Python,25
Business Analyst,Berkshire Hathaway,"Denver, CO",21 days ago,Experience with SQL; Experience with Agile methodologies,21
Business Analyst,Gilead Sciences,"Long Beach, CA",25 days ago,Strong programming skills in Python; Excellent problem-solving skills; Ability to work in teams; PhD in Statistics,25
Data Analyst,Honeywell,"San Jose, CA",17 days ago,Ability to work in teams; Knowledge of machine learning algorithms; Familiarity with cloud services; Excellent problem-solving skills,17
Data Engineer,Wells Fargo,"Denver, CO",15 days ago,Strong programming skills in Python; Experience with big data technologies; Excellent problem-solving skills,15
AI Researcher,PepsiCo,"Kansas City, MO",28 days ago,Strong analytical thinking; Excellent problem-solving skills; Master's in Computer Science; Strong communication skills,28
Business Analyst,Boeing,"Mountain View, CA",7 days ago,5+ years of experience; Master's in Computer Science; Strong communication skills; Strong analytical thinking,7
Data Architect,Zebra Technologies,"Charlotte, NC",23 days ago,Ability to work in teams; Experience with big data technologies; Experience in a fast-paced environment,23
Data Scientist,Tesla,"Philadelphia, PA",3 days ago,Strong analytical thinking; Proficiency in data visualization tools,3
Data Scientist,Visa,"Charlotte, NC",29 days ago,Proficiency in data visualization tools; Experience with SQL,29
Machine Learning Engineer,Intuit,"Oklahoma City, OK",7 days ago,Ability to work in teams; Master's in Computer Science,7
Data Architect,Zoom Video Communications,"Portland, OR",27 days ago,Experience with big data technologies; 5+ years of experience; Experience with Agile methodologies; Ability to work in teams,27
Business Analyst,Tesla,"Long Beach, CA",2 days ago,Strong programming skills in Python; 5+ years of experience; Experience with Agile methodologies,2
Research Scientist,Apple,"Houston, TX",12 days ago,Excellent problem-solving skills; Strong analytical thinking; 5+ years of experience; Experience in a fast-paced environment,12
Statistician,L3Harris Technologies,"Tucson, AZ",25 days ago,Knowledge of statistical analysis; Excellent problem-solving skills; Strong analytical thinking,25
Business Analyst,Procter & Gamble,"Atlanta, GA",10 days ago,Experience with SQL; Experience with Agile methodologies,10
Research Scientist,AbbVie,"Houston, TX",4 days ago,PhD in Statistics; Experience with big data technologies,4
Data Engineer,Broadcom,"Charlotte, NC",21 days ago,Proficiency in data visualization tools; Knowledge of statistical analysis,21
Data Scientist,AIG,"San Jose, CA",23 days ago,Proficiency in data visualization tools; Master's in Computer Science,23
Machine Learning Engineer,AT&T,"Baltimore, MD",22 days ago,PhD in Statistics; Knowledge of machine learning algorithms; Excellent problem-solving skills,22
Data Analyst,CrowdStrike,"Omaha, NE",25 days ago,Experience with SQL; PhD in Statistics; Ability to work in teams,25
Business Analyst,Mastercard,"Virginia Beach, VA",22 days ago,Experience in a fast-paced environment; Knowledge of machine learning algorithms,22
AI Researcher,Chevron,"Dallas, TX",20 days ago,Familiarity with cloud services; Master's in Computer Science,20
Research Scientist,NVIDIA,"Baltimore, MD",21 days ago,Strong programming skills in Python; PhD in Statistics; Experience with big data technologies,21
Machine Learning Engineer,Square,"Nashville, TN",5 days ago,5+ years of experience; Experience with big data technologies,5
Research Scientist,L3Harris Technologies,"Los Angeles, CA",11 days ago,Knowledge of machine learning algorithms; Experience with Agile methodologies; Experience with big data technologies; 5+ years of experience,11
Data Analyst,PayPal,"Salt Lake City, UT",11 days ago,Strong programming skills in Python; Strong analytical thinking; Knowledge of statistical analysis; Proficiency in data visualization tools,11
Statistician,Caterpillar,"Miami, FL",29 days ago,Knowledge of machine learning algorithms; Strong programming skills in Python,29
Research Scientist,Tesla,"Tucson, AZ",25 days ago,Knowledge of machine learning algorithms; Knowledge of statistical analysis,25
